t,x[0],x[1],x[2],x[3]
0.6262626262626263,-0.07032624624297226,-2.6364270897778272,0.7081660999962873,-3.4640132814356828
0.6464646464646465,-0.12105781556913797,-2.3814203159865412,0.6342537635461167,-3.8518993385386926
0.6666666666666667,-0.1663610100923772,-2.099097801168947,0.5525870969646951,-4.231895549636914
0.686868686868687,-0.20569383549579093,-1.7907024678477492,0.46331147714197013,-4.605443652748173
0.7070707070707072,-0.2385583813342374,-1.459509350071401,0.36654358433425066,-4.973725424695573
0.7272727272727273,-0.2645538126363713,-1.1121532470161033,0.26239387643230216,-5.335735545782565
0.7474747474747475,-0.28346645212599464,-0.7610353429539947,0.15104354899828965,-5.684719850429131
0.7676767676767677,-0.295420442653041,-0.427821983997808,0.03291231498587917,-6.00283933484465
0.787878787878788,-0.30109677772240806,-0.1461031195873297,-0.09106413503864631,-6.25642572140991
0.8080808080808082,-0.30195142903094335,0.042646081064783854,-0.219127126212684,-6.399535844812053
0.8282828282828284,-0.3002265077205431,0.10584621076264694,-0.3486236067510441,-6.39429401929336
0.8484848484848485,-0.29854520438261406,0.04099615283648729,-0.4764547691264443,-6.2378806373415605
0.8686868686868687,-0.29923177224398917,-0.12168797186438822,-0.5998805195577861,-5.966291792177238
0.888888888888889,-0.3038271456079562,-0.33889622116066165,-0.7170825585299234,-5.629765893812102
0.9090909090909092,-0.31304096823011035,-0.5738602660947272,-0.8271846890265417,-5.26871389864667
0.9292929292929294,-0.3269705325941951,-0.8028193987106127,-0.9299570016335694,-4.906801255246313
0.9494949494949496,-0.3453488771300186,-1.012807666542458,-1.0255076746833125,-4.55481072570211
0.9696969696969697,-0.36772192786799685,-1.1976531388800091,-1.1140809476950386,-4.216258929914424
0.98989898989899,-0.3935531054781913,-1.3549714592506978,-1.1959536706663338,-3.8913505925252423
1.0101010101010102,-0.422280176281957,-1.4843950760238476,-1.2713927950475077,-3.5791459930865317
1.0303030303030305,-0.4533454368327828,-1.586628543102224,-1.3406439401234718,-3.2785799687255466
1.0505050505050506,-0.4862118871142429,-1.6629603519370122,-1.4039336293605107,-2.9888606175717323
1.0707070707070707,-0.5203721577771863,-1.7150038732450952,-1.4614761078672347,-2.7095655225779076
1.090909090909091,-0.5553534521304715,-1.7445492413280264,-1.5134805421929864,-2.440601716362614
1.1111111111111112,-0.5907200965346783,-1.7534684992844807,-1.5601567948840822,-2.1821140915955137
1.1313131313131315,-0.6260744793687898,-1.7436480474817664,-1.601719198878153,-1.934383809959986
1.1515151515151516,-0.6610568034091953,-1.7169377479582415,-1.6383883541588458,-1.6977361097398325
1.1717171717171717,-0.6953439416883416,-1.6751126829610006,-1.670391230870665,-1.4724655541666993
1.191919191919192,-0.7286476357814007,-1.6198460892571296,-1.6979599591891137,-1.258780765373995
1.2121212121212122,-0.760712251902504,-1.5526926276895139,-1.7213296900399908,-1.0567674506306646
1.2323232323232325,-0.7913122956682035,-1.4750809623716332,-1.7407358725983704,-0.8663671097013118
1.2525252525252526,-0.8202498609133159,-1.3883143131699378,-1.7564112352499843,-0.6873682321270509
1.272727272727273,-0.8473521562747773,-1.293577388897799,-1.7685826865136678,-0.519406826847906
1.292929292929293,-0.8724692211664654,-1.1919479968975841,-1.7774682966428568,-0.36197356568950095
1.3131313131313131,-0.8954719102471415,-1.0844116185945833,-1.783274472633861,-0.21442526870121142
1.3333333333333335,-0.9162501892988327,-0.9718774222230241,-1.7861933946039141,-0.07599908910341126
1.3535353535353536,-0.9347117565975166,-0.855194461193066,-1.7864007540053142,0.054171692439305155
1.373737373737374,-0.9507809853859616,-0.7351669551044486,-1.7840538224069806,0.17704112195223123
1.393939393939394,-0.9643981596656249,-0.6125679488937449,-1.7792898578947982,0.2936336662622832
1.4141414141414144,-0.9755189649334074,-0.4881508865679298,-1.7722248541343457,0.4050272124420972
1.4343434343434345,-0.9841141897340652,-0.36265887689461207,-1.7629526322263167,0.5123361425572931
1.4545454545454546,-0.9901695909164168,-0.2368316173673275,-1.7515442730767559,0.6166946003833669
1.474747474747475,-0.9936858757651288,-0.11141015439249474,-1.7380478846815695,0.719240029162722
1.494949494949495,-0.9946787607828578,0.01286035759217817,-1.722488698957994,0.8210970785484516
1.5151515151515154,-0.9931790675074235,0.1352296198450566,-1.704869489205177,0.9233619194439417
1.5353535353535355,-0.9892328240804779,0.25494268915354873,-1.6851713003131539,1.0270869857219875
1.5555555555555556,-0.9829013419702428,0.37124189234023963,-1.6633544831761653,1.133266096951215
1.575757575757576,-0.9742612398182948,0.48337017920226566,-1.639360026716033,1.24281984554219
1.595959595959596,-0.9634043835257599,0.5905761050726827,-1.6131111840687782,1.3565810487530285
1.6161616161616164,-0.9504377060867427,0.6921208379651892,-1.58451539443938,1.475279965134179
1.6363636363636365,-0.9354828603595436,0.7872878167996661,-1.5534665094718811,1.599528846267716
1.6565656565656568,-0.9186756426981343,0.875395948130272,-1.5198473433575133,1.7298052161516704
1.676767676767677,-0.9001651045891392,0.9558175203477606,-1.4835325805793398,1.8664330140344536
1.696969696969697,-0.8801122424038061,1.028002332783463,-1.444392096156157,2.0095603730511047
1.7171717171717173,-0.8586881218284238,1.0915098655901898,-1.402294772741139,2.159132317809501
1.7373737373737375,-0.8360712536145688,1.1460516056877512,-1.3571129394854495,2.31485606632697
1.7575757575757578,-0.8124439925324637,1.1915457825363491,-1.3087276109133248,2.4761560064368617
1.777777777777778,-0.7879876879356852,1.2281865134620233,-1.2570347672517523,2.6421150545401364
1.7979797979797982,-0.762876282441194,1.2565283353834487,-1.2019529815473755,2.8113994669110296
1.8181818181818183,-0.7372680571690292,1.2775842287786234,-1.1434327477065191,2.982166461114094
1.8383838383838385,-0.7112953144333226,1.2929306728441365,-1.081467808021326,3.1519588592951058
1.8585858585858588,-0.6850519932404245,1.304803005009403,-1.0161086345249335,3.317602044562415
1.878787878787879,-0.6585796786963052,1.3161530714814857,-0.947477728173936,3.4751330590695986
1.8989898989898992,-0.6318532021787604,1.3306239234504649,-0.8757856089749385,3.619813240710307
1.9191919191919193,-0.6047680292406868,1.3523886178994686,-0.801345173753049,3.7462885862259174
1.9393939393939394,-0.577132676609518,1.3858093066410155,-0.7245808132202177,3.848954560190603
1.9595959595959598,-0.5486698743841536,1.4349183553092966,-0.6460279819073675,3.922530372388053
1.97979797979798,-0.5190294118059544,1.5028008073604464,-0.5663197041833041,3.9627550388614425
2.0,-0.48781315870199,1.5910381527012163,-0.48615928883292225,3.9670196021735853
